Flow ID,Source IP,Destination IP,Source Port,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min, Label
flow-002439,82.152.97.193,98.25.249.72,25211,80,0,07/07/2017 10:20:19 AM,17436.205763285547,29,17,242,574,936,43,453.72705978703584,298.4974978854566,184,31,610.927841945757,251.97019242974298,25756.72607530228,11.317155684015816,5065.452702475181,1038.8559941277747,505.8914921370396,360.371836068272,8598.773507395961,4005.9331289717807,1032.9178910173214,7914.56203789147,176.25857858759392,3180.1586565795255,2.821873047269683,1303.0787857083642,14718.641952098622,6.144690130694652,2,0,0,0,328,306,31.900923465950843,1.3156682763564436,22,592,411.2793896752242,63.88394602363885,3021.7133813027363,2,1,1,0,14,0,0,0,2.6697956400679845,570.7885481186133,471.4742095559515,124.80610287719253,0,0,0,0,0,0,11,3314,1,2906,8192,8192,11,20,943.3917159280404,169.51243393002335,1600.9074558504153,0,1675.5391074946524,1597.0527013894339,3503.6480161825666,0,BENIGN
flow-002440,73.94.27.219,159.238.12.36,18390,53,6,07/07/2017 10:20:20 AM,21894.06564808255,22,12,1682,2388,1292,34,761.8722990490378,292.5846037200856,954,51,602.1566825690531,99.19871253122994,27508.85141958418,59.62550802561927,12467.424919666719,619.1035850154652,65463.39398990114,459.1733872136016,18087.785500742448,638.532434389609,795.4654431983884,11655.253094965426,284.1302893418515,111335.15465301687,1184.6788037163947,202.65263006834095,3943.6450757545554,21.81156329565401,0,0,0,0,348,150,31.53287522767918,35.178510451457484,52,778,125.1572029192661,62.20767537814721,388.80141098556174,1,0,1,1,4,0,0,0,0.6232601379092855,466.03569953143386,457.8765105150311,346.58312832572454,0,0,0,0,0,0,10,205,13,225,65535,8192,14,20,670.1324905735032,331.7457145629409,901.4157625931527,0,57.163289842630526,1610.7963990420776,15249.081601331014,0,BENIGN
flow-002441,61.44.12.233,168.6.239.124,7328,22,6,07/07/2017 10:20:20 AM,38624.22972972569,1810,0,511,3056,858,31,55.86941256438423,2.311309115812541,1041,47,663.2157469440834,168.42977470509663,4046851.0199330584,3195.9854121006892,1410.9781333788371,2980.0659689333397,29826.42101899139,213.72165217512972,32216.433582056477,2285.2004904976625,46.223644004420585,1515.5780915051134,30.602181552017605,12558.226864024296,6380.385565703701,866.7661034777698,4818.550096412532,243.68581353214574,0,0,0,0,360,301,34.61837789634976,33.450839666241315,54,659,183.41775523695117,139.07549779698476,459.23885315227676,1,477,18,4,79,0,0,0,2.930023751224949,541.4939300852452,468.7535800189211,569.2615380920638,0,0,0,0,0,0,10,2499,14,2094,0,2048,12,20,200.5427444173311,250.79622452849287,2212.231210445362,0,2554.8464590459603,1484.265570896792,10442.381268773224,0,DoS Hulk
flow-002442,189.123.66.194,135.243.112.126,29608,8080,17,07/07/2017 10:20:21 AM,2722.639390552912,19,18,446,946,1262,44,574.8668627528557,232.6299922580955,1470,48,274.4595535671109,227.58001673966658,29403.26842090806,9.605429472111574,12851.568073271244,511.3091528130445,17926.863298799206,103.87818737819465,68016.22466829652,3489.642141779149,821.7950970655754,19900.76955993921,175.16109973316236,56.31731072378081,281.022945867308,89.64499815858557,2976.523896332312,364.10334948874595,1,0,0,0,432,27,22.683781826560043,27.276957294326493,63,1427,419.6213174542748,285.1831556240069,2474.4370902693527,1,1,1,1,13,0,0,0,2.1423226187105526,519.8899117758106,687.2323534942414,281.89691119300835,0,0,0,0,0,0,15,2266,12,1150,1024,4096,9,20,496.44359025680626,41.62382670629239,2447.1141258767675,0,1366.9775155481439,1344.8797760437253,13202.364526393114,0,BENIGN
flow-002443,111.33.224.33,123.182.243.243,15785,8080,17,07/07/2017 10:20:21 AM,18999.75485506507,4,8,1322,3628,1140,35,217.64275418562258,154.7394759316294,676,51,105.65547368322564,228.3295293695608,46413.16736137635,35.88153123640155,1349.406016398953,2861.040013188278,2991.0738423770435,239.75826421846074,47376.75245888375,178.0812284432422,1620.3155845016372,16618.62708717994,373.28573973823313,7063.558743052163,942.9492304844175,1492.8659270493704,5346.673173918619,9.763475646337305,2,0,0,0,189,306,13.634221693590899,11.820097633460875,57,585,130.75920980711112,65.64022601950157,4468.020327396532,1,1,1,3,3,0,0,0,2.8770388878287725,316.4521964799493,173.29051603082934,203.15427433717556,0,0,0,0,0,0,18,234,13,1082,65535,1024,11,20,832.6170005357085,31.595272155096556,426.49919365632746,0,1982.0761842979846,895.6695423635001,10397.21880592888,0,BENIGN
flow-002444,37.147.239.241,34.92.199.105,29072,443,17,07/07/2017 10:20:22 AM,10704.396991308708,1310,0,399,707,1284,25,59.18044956903516,5.045351458044424,944,50,224.0072950928178,7.60708016827839,3741591.690397958,4613.808367320331,8359.128761112079,1759.831652746801,38940.79043060726,313.56050932307994,3436.1083231982775,119.03232953179436,886.5171871274802,15431.532960414766,423.45065850637144,67668.613940344,5158.587128818211,158.94842661736564,16909.511951783377,139.7566055312066,1,0,0,0,531,216,45.821342536452406,21.822099292189286,52,1222,195.68230879064367,227.66164571426066,653.5618402746709,2,193,39,4,58,0,0,0,2.880251803884375,574.0141259810925,376.23310265765707,365.8669407138799,0,0,0,0,0,0,9,1500,4,1368,4,2048,12,20,218.83379662576928,35.540172233498424,1469.070669836595,0,468.3298434620942,208.68425158762483,4727.677200590805,0,DDoS
flow-002445,73.111.65.156,78.91.236.182,4366,22,6,07/07/2017 10:20:23 AM,29090.83911588595,1694,0,2103,3949,358,57,45.45535428127954,6.962226642537866,1062,35,433.8862457782491,68.22369997934898,2574070.9639669224,3665.641990663497,3963.300057140696,896.5071721261618,4389.466208614107,280.8378225722914,754.8949287660973,2336.0062602280304,451.70669767601754,13379.410688976955,470.7510290898619,73217.20711452134,2064.7804961195798,763.8549277116789,706.0342169451677,117.53135635534404,0,0,0,0,228,250,43.51576653931309,28.348970465060763,27,823,156.4102987892669,128.74830440236434,598.5684710289277,0,264,49,2,67,0,0,0,1.945598407159073,235.22092586592956,365.82034658978915,596.7895444120493,0,0,0,0,0,0,10,273,1,1808,2,4096,14,20,442.69822220131516,475.79071193046786,1783.324328335927,0,4729.0243005538205,349.56845149728565,4560.337189065876,0,DDoS
flow-002446,174.50.106.227,75.113.127.146,4336,3389,6,07/07/2017 10:20:23 AM,8017.148826730982,1816,0,2907,1195,632,45,32.616202140953206,8.273154511335719,181,42,557.8656164869354,282.7555293237751,811566.534622539,4706.4448630055595,6079.273967979073,626.6038708572247,47865.21308471058,220.209784832618,9295.3833833287,1242.0638972393158,1456.2839094524938,43001.79542402777,119.09504888034472,74641.53436261119,198.58582190177168,187.1010074544509,5404.747522701276,235.11259525891143,1,0,0,0,25,400,1.5526630325492714,33.791738782845144,39,830,256.5207689953345,213.7655135038262,1901.0919643893944,2,134,6,3,68,0,0,0,1.0890311753849544,257.3858480468001,551.809419029677,257.57317153169424,0,0,0,0,0,0,16,2572,11,888,2,32768,5,20,927.8501477288278,126.97672685531252,2352.559282695133,0,1251.131786343207,507.72202991010573,8128.762565944252,0,DoS Hulk
flow-002447,148.169.92.229,83.228.242.49,15128,443,6,07/07/2017 10:20:23 AM,16582.127381870483,5,14,4130,1018,380,38,113.67470637191202,226.08849803457352,1430,54,559.0198306785377,284.5276362615682,13796.486027139681,16.464630875524037,9477.41276012552,2087.22132106874,13204.981366318414,284.3534345696407,96147.14719777071,12599.585704949915,22.839094724540267,19327.306595890772,487.44344716091507,6214.859069298828,592.7236953799018,188.24136338807278,6629.975084517877,312.12983409534274,2,0,0,0,60,336,17.868820723844085,20.45066988121503,26,854,557.9761786904488,183.3742075237565,3330.104372233133,0,1,0,2,4,0,0,0,0.828900447113041,505.8182063888038,566.8229472959338,481.77255096481605,0,0,0,0,0,0,11,664,4,1839,32768,8192,4,20,403.22690045019607,365.45091327427605,740.7562965430031,0,4421.188620014934,424.77193256716885,1147.3468007822617,0,BENIGN
flow-002448,164.22.113.116,38.56.75.253,29964,8080,0,07/07/2017 10:20:24 AM,30036.41377009651,3,3,3781,517,854,21,385.02558557353086,218.59339596191344,1458,47,30.816685005482395,240.21236603118507,38154.26732757351,91.8387253730056,611.7718021259572,2438.6887702767444,33176.68353831726,181.76815694654542,20589.24131087143,2181.405463610821,708.9206293719017,13068.478399692698,257.2635913614771,25733.77066739792,2752.773406203202,1040.6522304302669,4193.300711721348,75.92597848447858,0,0,0,0,207,504,13.124229709007915,15.879315768941341,44,1469,364.2640517264192,52.86041087977748,4083.4608683345764,1,0,0,2,10,0,0,0,1.5399465426949428,190.3450945422204,332.30629277453295,544.2313708110294,0,0,0,0,0,0,10,1165,12,611,32768,1024,7,20,851.004453792897,433.55474971409603,570.9181533247921,0,1067.520624176499,1067.3144250269727,4700.927240847408,0,BENIGN
flow-002449,188.185.161.119,180.44.147.206,12870,443,0,07/07/2017 10:20:24 AM,9708.00041152798,894,0,1126,1523,468,30,29.476384141911918,7.00000942369863,270,58,131.93902669573112,205.37106295855818,2644945.5493269283,1208.2674194352244,9275.427970492061,933.7103315970589,36063.019332178636,379.21821754697055,15405.286183417124,4680.731906054807,16.160799702695794,12786.448152806503,414.09830699337436,55784.188908753415,2898.529689017167,528.6455090957827,42922.48467964471,395.88665658525485,1,0,0,0,33,320,42.72910065712798,11.327115721803432,40,900,427.64385893965226,66.34408555773788,2419.6599709090237,2,450,14,0,10,0,0,0,2.215383867575345,601.141398330855,692.7812105081415,558.6156526991048,0,0,0,0,0,0,13,3219,9,1174,0,2048,4,20,149.4236218796152,94.52964584367268,1077.4732044481166,0,2623.6114994045133,1970.8265384599372,6806.435918506895,0,DDoS
flow-002450,182.95.90.9,190.200.166.154,6846,80,6,07/07/2017 10:20:25 AM,37929.52377271055,992,0,1641,3658,497,40,33.96503347498691,9.836632384912363,872,46,253.60982668570574,169.41805230676218,4745573.8285079505,1473.4553069861984,4692.487942846787,886.0788297467026,30631.132109871323,194.31599989743626,5139.04480549952,3733.852240426863,1090.3363619466018,442.23610803849516,96.06358206241156,4623.905419879183,1709.1077248161864,1492.3188149658747,16893.908186150693,124.11995163102816,2,0,0,0,120,399,40.55064192875779,33.178958798963556,20,842,285.8659343785349,93.92701419404949,4569.397290967791,1,61,44,3,35,0,0,0,0.6381773098022689,545.8564234244959,485.83730547633513,519.2874542222121,0,0,0,0,0,0,6,3814,13,1006,4,32768,12,20,310.0210137049194,215.32631546568663,2712.6469468904934,0,3853.79404378509,1228.5844054792065,7118.8339329319915,0,DoS GoldenEye
flow-002451,74.97.201.65,65.200.136.75,17472,21,6,07/07/2017 10:20:26 AM,73456.57602613598,12,15,720,1764,101,21,627.8474184927617,55.979478472051504,1146,59,456.9517473874234,158.20403052754384,7839.966242342389,7.679884017812239,5427.778813162659,2568.7703207183426,83990.22708360545,276.206981992903,33589.623873668716,5544.136516206242,492.8409345471874,21790.78705093642,75.04673631751923,26815.630237949183,11590.211744736947,572.5273525985887,6345.931254584905,324.18365395989065,1,0,0,0,423,306,46.27759224451344,19.008818327819554,20,1076,379.43289480179544,199.41592620667663,3297.5032746216125,0,1,1,2,1,0,0,0,2.5867530849982368,484.3222581830407,208.2906364274849,395.74362858584954,0,0,0,0,0,0,1,1879,11,1579,65535,16384,2,20,901.0524048319085,428.6789636540795,2155.0384168111295,0,4280.16204031345,1254.685822048725,15131.78002602842,0,BENIGN
flow-002452,154.214.47.65,47.80.3.162,4718,23,0,07/07/2017 10:20:26 AM,17210.250313223845,1278,0,3484,3410,691,55,33.99174833832455,0.9976192152824337,1216,37,279.0981831362432,46.259173299540514,1263756.518876967,712.5907391235372,1783.5886918759031,1184.2242042078085,5921.817549367249,125.2943047011934,20144.246469796853,900.7343319610502,1236.3822564304558,5498.440199620994,308.92671070124965,29151.28785868999,6793.636238505199,851.5282768087056,22084.90246668947,286.7580569261191,0,0,0,0,225,210,23.669808836572415,11.757763223479618,33,759,549.0392763274135,114.98375521994592,1394.157597273839,2,291,32,4,37,0,0,0,2.002107835370637,528.975219016893,486.51681444400555,171.90626450451768,0,0,0,0,0,0,14,2480,7,797,4,32768,1,20,85.46574976306354,151.51093207692873,653.7459814995751,0,4810.650577928487,800.9655073516262,18146.23182657187,0,DoS GoldenEye
flow-002453,123.203.122.82,50.236.24.217,42128,23,0,07/07/2017 10:20:26 AM,29368.386633002618,22,19,1138,3464,1353,46,381.4646572956236,196.84113581111606,921,32,684.7413008600893,205.19793827658154,8140.970051562265,62.54045074617967,17176.52359957442,1560.3046930621601,8312.50772986482,309.7441188693699,2623.7827213444716,5590.548118336104,630.3445392351534,949.9234512507771,348.33136086953175,4998.590776679736,446.92439158873543,404.4015248325713,4420.572273542886,182.28999371545063,1,0,0,0,62,75,39.90101827263986,36.72925750175465,27,581,313.4612467477874,59.51245571261825,437.11532352721366,0,1,1,3,5,0,0,0,0.689239071099623,289.5727495429211,450.10887306121606,415.79137601119885,0,0,0,0,0,0,4,3691,3,1985,8192,16384,10,20,943.5017859852879,176.511097909041,902.8192477873254,0,190.09913550360025,827.911491227183,683.7071664254049,0,BENIGN
flow-002454,133.54.28.155,65.96.190.56,3612,80,6,07/07/2017 10:20:27 AM,255.07610996457387,1,0,538,577,74,20,59.26359345510314,66.08376165833111,285,39,696.4623205793129,205.46633586030575,217.51926986481027,7181.374858097945,3734.1676233488297,1427.9465061188941,2274.7376461414315,183.50719605877552,27323.348491547582,13803.671617041342,664.1635731570508,3613.4228141031113,12.531516149317634,18886.667329724773,732.6121548053363,953.7917977978788,9845.78083275939,225.01934988988722,0,0,0,0,144,266,36.61250648683752,4.871124796329264,40,1402,584.0652709849328,122.23726395721953,3664.295529782063,0,1,0,0,0,0,0,0,2.044675351496111,353.80943878538784,285.7704794572237,466.4029711014258,0,0,0,0,0,0,14,3048,8,215,8192,32768,8,20,975.9615174717073,362.88601415734837,1557.8283565694062,0,3804.9701184239775,297.39125307883364,1149.995772298686,0,PortScan
flow-002455,25.216.108.163,45.175.217.166,63764,23,17,07/07/2017 10:20:28 AM,26197.38482803805,1808,0,3870,574,1245,49,49.645318751434516,0.28292066553707973,1164,53,580.3102852346443,264.6884038256485,451301.9652394068,594.3740216934038,5217.563384634915,2313.4493887428657,64047.78589626342,357.5077713305632,53854.96347392097,1673.8945652160437,960.8584646944489,48876.23851761063,443.4449409810162,4865.448984459818,300.13195733164395,681.3711234165107,2335.8823016734623,384.2423913931321,1,0,0,0,264,38,39.58718556603247,9.284985124685369,21,1114,395.63281500877747,134.6534800447559,4935.687346192758,1,445,10,1,79,0,0,0,2.784116404220013,395.13288274838993,298.1845354228467,103.57933761665345,0,0,0,0,0,0,4,2129,6,2140,1,32768,12,20,861.0881581491717,305.54171642328396,1512.0992118254221,0,3537.818561982322,850.6057378467799,12533.402831017032,0,DoS Hulk
flow-002456,82.206.189.142,115.61.245.43,37248,53,17,07/07/2017 10:20:28 AM,29401.5735855448,843,0,3795,2279,159,21,47.70047912779992,7.178509999947492,712,36,421.5716266660234,219.8839906264343,2196226.082439043,1473.3897287140117,4.903139101153132,96.89272623114175,16079.44849964586,391.8881359062739,2132.3210897231797,1276.625195306244,921.3898692920925,10600.75532498968,332.4572268557898,2309.052628656113,4375.750627483185,221.697985926607,6404.256635077748,113.4691288960846,2,0,0,0,74,120,41.72694385178253,38.83233044772519,29,1254,331.983663762523,203.17586727082818,4072.707188265428,1,211,4,1,48,0,0,0,0.7978685413457349,168.3630452329859,635.2431457094275,259.23310038653204,0,0,0,0,0,0,7,2582,3,480,0,4096,4,20,422.5203458681347,45.264694068088254,1774.014705560779,0,4426.320089662797,1028.242882391434,18210.82023125731,0,DoS Slowhttptest
flow-002457,71.148.140.206,117.110.112.48,47668,53,17,07/07/2017 10:20:29 AM,15168.703897005515,26,9,2312,2269,633,50,112.72419486123198,23.167481919283606,1342,51,492.6345407294459,151.62301711494447,33696.77603303019,33.677601600155015,1871.2518642862433,1673.8826873527853,40571.99744869683,480.67591328662473,16795.413376960678,9174.535643188869,260.32312404316735,2240.065108032613,477.13835058876117,81185.97444810392,378.7836256300679,1368.898848333907,7904.22701742655,335.10826066155295,0,0,0,0,44,342,25.00067908874837,39.43323340983897,52,532,489.8062394858822,257.7762276091156,3930.1444719228393,2,2,0,2,5,0,0,0,1.1841411737385452,676.766559411497,678.3310133229298,316.56764375929515,0,0,0,0,0,0,19,2690,8,1806,16384,4096,1,20,697.9570016521027,482.1216431856679,366.818371405173,0,2451.370593626837,1958.376786351792,10067.255191447746,0,BENIGN
flow-002458,181.211.145.241,26.171.151.192,27947,21,17,07/07/2017 10:20:29 AM,19843.386753535506,1106,0,1556,1838,1060,22,36.24978647168984,3.5895465461476492,197,28,554.2824081394951,12.312903398164865,3904740.9871335835,1863.4415583412356,7486.48377374439,476.02588405434045,4807.766832283767,304.7685792958967,67780.39678325168,3297.388983265434,1231.0144720665546,59023.4874626066,396.95572208314286,18424.29921209155,271.80487355483996,1323.3681350558122,19936.141872351036,170.91284124893505,1,0,0,0,464,324,37.74352266439916,30.68237397527028,30,823,459.435473659683,150.83823674831905,159.06347078134283,0,371,6,0,81,0,0,0,2.324825104917281,265.4122378646675,135.21027825962446,495.3569196899036,0,0,0,0,0,0,4,421,10,1578,0,32768,9,20,317.0487097942686,256.36644325297004,2467.4341280196923,0,2210.554402486088,307.3372558766223,3167.1706458464264,0,DoS GoldenEye
flow-002459,90.253.104.81,27.187.55.202,48805,23,17,07/07/2017 10:20:29 AM,1870.3435047289763,1120,0,3802,1484,620,54,57.132100678492314,6.515459310738537,481,43,552.1755715219539,275.7363016749402,3173167.708600394,2714.725491692022,2909.409254726614,2747.156750490842,56567.87044705114,297.6413190602,94368.44600779009,7759.207393149927,848.4327730940751,18200.97624757137,92.18531090576803,4833.1531005679435,3407.557707227601,654.2402013869744,14296.445125905335,317.68715650956983,0,0,0,0,192,306,23.75394663613579,35.38165030591914,38,1193,328.04412177938195,269.9391168123282,2805.826320194359,0,79,4,0,59,0,0,0,1.7536545439028441,608.1657265243921,343.2267259584834,564.4903388553182,0,0,0,0,0,0,19,641,9,1151,1,4096,3,20,991.1739500301574,84.04208559614979,1712.8739956339004,0,2138.392620901982,716.982079559437,14826.862302979182,0,DDoS
flow-002460,108.183.184.234,158.209.167.203,28014,80,6,07/07/2017 10:20:30 AM,70718.8242895269,10,19,403,2600,511,43,766.4333341251579,222.66023723327578,151,37,533.4860641218163,42.73697394045721,19925.603425941248,53.8740671720543,2019.0624550039513,1694.8149248115537,3617.377584644166,394.22291034845273,18389.800017873782,1004.7994086057508,989.5317819072609,13859.111495192255,252.7790629099187,2037.1874015474618,1212.8848098801866,319.59512805164417,19257.406473967214,386.0556625090465,1,0,0,0,232,189,35.56650097588301,10.227031761399628,23,1063,480.5330825828117,282.5680663120942,1124.4091535510215,0,1,1,0,13,0,0,0,2.0990708979560475,544.9135188319995,302.384577940176,259.9575223901277,0,0,0,0,0,0,12,3523,1,127,32768,16384,10,20,631.2659745373136,431.9386463150451,1555.9428497321562,0,3111.5470882130044,1746.0487583653894,17885.69105202562,0,BENIGN
flow-002461,173.117.112.115,90.78.93.146,56271,3389,0,07/07/2017 10:20:31 AM,1771895.6564726876,43,17,2243,3025,312,28,318.95547739379754,103.64315987786894,339,36,686.8212369655353,93.63691121890805,48579.20665298884,2.9463517960454486,10810.188550823665,4.1501240448259535,8301.380892927049,192.388620536642,43168.21976485908,8739.213672759644,1353.8504116299514,8528.696432700133,130.83669526816934,88757.43416125968,707.5083048394126,1262.7928822718234,27683.811434458163,109.5943297484844,0,0,0,0,156,216,16.717635061316333,23.022609555450487,53,1486,361.03707250418006,127.2569178928283,1057.653143485733,11,13,0,4,17,0,0,0,1.036574198278744,685.8810191371964,124.45560592913654,148.89709670778873,0,0,0,0,0,0,5,3500,2,2374,16384,16384,6,20,29.639988749423974,32.7579413687466,2981.7733736306004,0,2452.6803648221476,270.6710835912991,9181.634998209798,0,Bot
flow-002462,75.71.45.3,154.81.94.249,59174,22,17,07/07/2017 10:20:31 AM,17875.30130451907,15,21,506,2632,147,25,446.3568102197839,78.39661554057355,1237,25,725.1174194216436,145.1439565607776,38671.3008636188,76.6365362268299,8711.801269454794,1098.3152888680468,2152.057053523192,33.04672490280242,10600.955357570183,7184.610833813001,585.0143706061692,3933.570666451944,160.9220822567325,20045.484901294833,5326.453146808323,843.9728136693185,2131.6502914631833,47.51070668325008,2,0,0,0,98,74,40.99872785811461,11.579147811275925,51,609,462.19863338144927,179.32637765949568,485.1913438189476,2,2,1,0,9,0,0,0,2.8597449671650397,679.2299032772967,693.368808783325,525.2306244528509,0,0,0,0,0,0,14,2605,11,1310,65535,16384,8,20,523.6827555336653,281.8833946301749,2934.6642925988963,0,4186.818740154144,574.6529907833204,13047.434577649063,0,BENIGN
flow-002463,77.173.180.123,160.188.101.117,43043,22,6,07/07/2017 10:20:31 AM,55750.53399979928,18,1,2160,596,1315,28,463.02515453486217,259.7034960279597,434,54,624.1604611745303,114.03706352870081,39003.76877895761,79.82614017984876,12298.487496245516,951.2900747470283,1069.5910848202097,241.81889991038534,3432.660816593441,2900.4249764168894,1739.0264676395748,11513.067545989856,93.22587727415693,7691.18245451114,6112.592551129292,1268.2468475173978,7467.439043067292,304.9007975595269,2,0,0,0,192,464,23.458247464690658,5.939414099535946,53,1010,388.60875172512533,276.87753308814376,4828.822205178672,1,0,0,4,19,0,0,0,0.8559747903616348,389.13683004923746,149.2498902369839,231.0716517929333,0,0,0,0,0,0,6,1899,13,596,2048,1024,13,20,755.84514061163,232.94820605632916,1914.5940876837203,0,3108.75007383968,1977.2175808404718,9643.338227922874,0,BENIGN
flow-002464,115.23.139.18,82.73.219.79,15048,80,6,07/07/2017 10:20:32 AM,1782.5667989405727,1989,0,1599,3520,339,57,54.68977214382435,9.903254707328927,672,46,693.5761675431257,65.35634234365067,3556856.2808966287,568.862246074408,3919.271954805385,1427.5623829204321,28929.171930907454,443.5731448770169,11729.190887569874,2427.155716553706,362.73805364815547,6287.8129098142845,123.95277709055496,101680.7727976929,1721.217039848359,404.5791605697746,1323.3996118020711,139.34525940653057,1,0,0,0,64,328,14.554445127999694,15.345264514492857,39,687,551.7270979935937,227.25619866200446,4433.236906901322,1,91,47,2,93,0,0,0,2.1350506433198086,256.9706276997067,219.59706063021545,204.42356236448234,0,0,0,0,0,0,1,1632,3,157,4,16384,2,20,664.3393699339064,33.49567088734234,932.3853827536279,0,3474.4530081774565,211.74119110065436,14359.614448913911,0,DoS GoldenEye
flow-002465,130.23.39.57,134.79.91.152,37695,22,6,07/07/2017 10:20:33 AM,43435.13821969665,3,14,489,3070,672,24,794.6073323032183,183.84400210358433,1055,28,610.1054036770774,73.298501551603,33026.75514675109,67.67974925974953,1980.0909112868567,1132.6121850489826,1828.4728921836113,263.12261847854637,154364.12123218278,234.62767205149245,1220.1294273976505,300.93856005558405,22.214018158825954,26333.694611129416,3624.1689899584694,916.8012990605266,8363.65346386955,307.8169414177014,0,0,0,0,216,225,38.99498381504428,2.159788118172114,52,1052,437.6965070146583,104.66467848484865,415.7488785255895,1,2,0,3,8,0,0,0,2.8239592006150604,332.3413912059487,693.460082490927,231.43064786743847,0,0,0,0,0,0,11,3315,1,233,16384,4096,12,20,157.7404157261979,49.01634263622612,2702.6165235489334,0,1985.5741278650535,1434.0076888406818,8727.554777811964,0,BENIGN
flow-002466,61.185.76.80,181.97.78.43,40827,8080,6,07/07/2017 10:20:33 AM,1375508.1837234541,37,20,2197,2761,1049,29,303.1057231453032,94.89344093330044,767,38,525.549117722268,224.70135838338717,2461.9169490448066,5.296620858847013,3264.8759528958467,2555.161606626124,4374.9270570218305,81.10861572999167,30087.783725601214,1460.008534769957,139.78177108580047,9311.530739460713,54.543350656548306,12775.895981309413,2864.24236861075,1419.7813077159067,8015.449847522524,99.35085039491173,0,0,0,0,360,376,31.28429021086338,33.4831300224818,21,1486,283.77766258106874,96.24028194028362,3601.198768260916,7,8,0,2,28,0,0,0,1.6854458063225457,237.1637649473094,425.8704740557646,504.6531159631355,0,0,0,0,0,0,8,278,2,2058,32768,16384,6,20,298.5611871603354,245.49426156672487,953.1164335398199,0,1935.7016982738196,1409.7012092160003,16073.17369003031,0,Bot
flow-002467,182.156.201.230,44.133.13.118,53797,3389,0,07/07/2017 10:20:33 AM,34410.64812822776,1273,0,2683,233,1309,32,6.737682337305468,2.191088654242944,1022,38,392.45198937452756,214.67750859646617,2728351.5842834716,1419.2521788790052,8541.329277713789,128.03505700312766,7592.670148777772,255.4960693003077,38918.54403039629,635.8314094246427,1851.4026428232528,20049.1298061124,31.877944324341602,17693.330502757475,6607.09520111253,1350.3271425906782,25395.243424985358,47.591157804133786,2,0,0,0,200,252,43.01241076967403,31.737136010745857,41,1356,491.5180587110824,219.75109697378213,329.80171775725756,0,80,3,1,61,0,0,0,2.775557927146605,373.5064928318471,437.0371371013607,493.67099360203724,0,0,0,0,0,0,9,672,11,419,0,2048,2,20,847.3732703480736,420.11098907653417,2927.365633930232,0,3498.5405795496868,1123.1618519258298,12022.631481715473,0,DDoS
flow-002468,161.168.101.155,23.239.108.169,44033,53,17,07/07/2017 10:20:34 AM,85271.0519177947,28,5,2156,1205,884,27,559.3599389161177,215.90763519546582,504,42,135.55063664737284,271.3924914654981,18548.977322898747,75.3000768228502,1571.3688778676105,1170.5903208806094,5320.376936945321,223.47113666531348,1385.2597580787794,1439.5421516035947,192.86848426573488,14793.466762891474,48.47739738655693,20589.32335386902,4274.097049230207,407.8506418561471,4767.376323263632,243.60606220271382,2,0,0,0,84,38,47.55438279431683,26.640391521910182,21,647,267.7722872886727,265.61614435307416,3625.340100720632,2,2,1,2,9,0,0,0,0.7326247825458355,469.08622500855773,567.4364716866185,406.57107391854527,0,0,0,0,0,0,10,1359,9,832,32768,4096,4,20,856.7864903535379,118.25566202462574,1466.967412206777,0,1509.3428636290423,845.2552651409273,503.91710979820283,0,BENIGN
